"","SERIALNO","AGEP","COW","JWRIP","JWTR","HINCP","atransit","bus","SC","subway","rail","bike","home"
"574",23021,37,1,1,1,320000,0,0,0,0,0,0,0
"575",23021,37,1,1,1,320000,0,0,0,0,0,0,0
"576",23132,46,1,1,1,122000,0,0,0,0,0,0,0
"579",23753,41,1,1,1,265200,0,0,0,0,0,0,0
"581",23801,50,1,0,2,54000,1,1,0,0,0,0,0
"582",23801,31,1,1,1,54000,0,0,0,0,0,0,0
"584",23818,41,1,1,1,50000,0,0,0,0,0,0,0
"585",23818,38,1,1,1,50000,0,0,0,0,0,0,0
"586",23854,29,1,1,1,96000,0,0,0,0,0,0,0
"587",23907,45,7,1,1,178350,0,0,0,0,0,0,0
"588",23907,46,1,1,1,178350,0,0,0,0,0,0,0
"589",23951,39,1,1,1,38900,0,0,0,0,0,0,0
"590",23989,57,1,0,6,50000,0,0,0,0,0,0,0
"591",24007,34,1,1,1,118000,0,0,0,0,0,0,0
"593",24007,40,1,0,4,118000,1,0,0,1,0,0,0
"597",24036,35,1,0,10,160000,0,0,0,0,0,0,0
"598",24039,42,1,1,1,166960,0,0,0,0,0,0,0
"599",24039,40,1,1,1,166960,0,0,0,0,0,0,0
"601",24144,25,1,1,1,86000,0,0,0,0,0,0,0
"602",24144,50,1,1,1,86000,0,0,0,0,0,0,0
"603",24165,58,3,1,1,60800,0,0,0,0,0,0,0
"604",24165,59,7,1,1,60800,0,0,0,0,0,0,0
"605",24195,54,4,0,7,25000,0,0,0,0,0,0,0
"609",24454,39,3,1,1,93400,0,0,0,0,0,0,0
"610",24454,40,1,1,1,93400,0,0,0,0,0,0,0
"611",24466,49,1,1,1,180000,0,0,0,0,0,0,0
"612",24466,42,1,1,1,180000,0,0,0,0,0,0,0
"614",24507,55,5,1,1,65800,0,0,0,0,0,0,0
"615",24570,63,1,1,1,81000,0,0,0,0,0,0,0
"616",24586,54,1,1,1,60000,0,0,0,0,0,0,0
"618",24676,63,7,1,1,153000,0,0,0,0,0,0,0
"620",25071,38,1,0,2,140000,1,1,0,0,0,0,0
"621",25113,44,1,1,1,93000,0,0,0,0,0,0,0
"622",25134,31,1,1,1,160800,0,0,0,0,0,0,0
"623",25134,30,1,1,1,160800,0,0,0,0,0,0,0
"624",25170,49,1,1,1,60000,0,0,0,0,0,0,0
"625",25170,44,1,1,1,60000,0,0,0,0,0,0,0
"626",25213,32,1,1,1,116000,0,0,0,0,0,0,0
"627",25213,28,2,1,1,116000,0,0,0,0,0,0,0
"628",25255,54,1,0,11,53000,1,0,0,0,0,0,1
"629",25255,53,3,0,11,53000,1,0,0,0,0,0,1
"630",25387,50,5,1,1,66000,0,0,0,0,0,0,0
"632",25565,26,1,1,1,46000,0,0,0,0,0,0,0
"633",25565,44,6,1,1,46000,0,0,0,0,0,0,0
"634",25613,52,1,1,1,95000,0,0,0,0,0,0,0
"635",25624,45,1,1,1,120000,0,0,0,0,0,0,0
"636",25624,50,3,1,1,120000,0,0,0,0,0,0,0
"637",25641,49,3,1,1,75000,0,0,0,0,0,0,0
"638",25730,47,1,1,1,183330,0,0,0,0,0,0,0
"640",25749,34,1,1,1,188000,0,0,0,0,0,0,0
"641",25749,34,1,1,1,188000,0,0,0,0,0,0,0
"644",25919,38,1,1,1,59000,0,0,0,0,0,0,0
"645",25919,30,1,1,1,59000,0,0,0,0,0,0,0
"646",25960,45,1,1,1,220000,0,0,0,0,0,0,0
"648",25986,44,1,1,1,285000,0,0,0,0,0,0,0
"649",25986,43,1,1,1,285000,0,0,0,0,0,0,0
"651",26029,27,4,1,1,82800,0,0,0,0,0,0,0
"652",26258,34,1,0,11,153200,1,0,0,0,0,0,1
"654",26277,39,1,1,1,7600,0,0,0,0,0,0,0
"657",26281,39,1,0,9,191000,1,0,0,0,0,1,0
"658",26281,36,1,0,9,191000,1,0,0,0,0,1,0
"659",26713,47,2,1,1,200000,0,0,0,0,0,0,0
"661",27096,27,1,1,1,93000,0,0,0,0,0,0,0
"662",27096,23,1,0,11,93000,1,0,0,0,0,0,1
"663",27259,64,6,0,11,48000,1,0,0,0,0,0,1
"665",27401,58,4,1,1,59250,0,0,0,0,0,0,0
"667",27534,56,3,1,1,212600,0,0,0,0,0,0,0
"669",27534,24,1,1,1,212600,0,0,0,0,0,0,0
"670",27534,24,1,1,1,212600,0,0,0,0,0,0,0
"672",27560,32,1,0,10,96000,0,0,0,0,0,0,0
"673",27560,32,1,1,1,96000,0,0,0,0,0,0,0
"675",27569,51,1,1,1,122500,0,0,0,0,0,0,0
"676",27588,59,2,1,1,109200,0,0,0,0,0,0,0
"677",27631,56,7,1,1,340000,0,0,0,0,0,0,0
"678",27699,46,2,0,2,96250,1,1,0,0,0,0,0
"679",27699,28,2,0,2,96250,1,1,0,0,0,0,0
"680",27699,28,1,0,2,96250,1,1,0,0,0,0,0
"681",27767,43,6,1,1,136200,0,0,0,0,0,0,0
"682",27767,43,5,1,1,136200,0,0,0,0,0,0,0
"683",27816,24,1,1,1,133000,0,0,0,0,0,0,0
"684",27816,26,1,1,1,133000,0,0,0,0,0,0,0
"685",27818,43,1,0,3,230800,1,0,1,0,0,0,0
"686",27818,43,2,0,4,230800,1,0,0,1,0,0,0
"687",27828,56,1,1,1,57100,0,0,0,0,0,0,0
"691",27947,60,1,1,1,27500,0,0,0,0,0,0,0
"693",27947,25,1,1,1,27500,0,0,0,0,0,0,0
"694",28075,45,2,1,1,67290,0,0,0,0,0,0,0
"697",28268,49,4,1,1,193400,0,0,0,0,0,0,0
"698",28268,51,1,1,1,193400,0,0,0,0,0,0,0
"699",28533,42,5,1,1,118000,0,0,0,0,0,0,0
"700",28541,47,2,0,11,119900,1,0,0,0,0,0,1
"702",28736,48,1,1,1,210000,0,0,0,0,0,0,0
"704",28852,35,1,1,1,292000,0,0,0,0,0,0,0
"705",28852,34,1,0,4,292000,1,0,0,1,0,0,0
"706",28931,54,1,1,1,280150,0,0,0,0,0,0,0
"707",29032,59,2,0,5,290000,1,0,0,0,1,0,0
"708",29032,58,1,1,1,290000,0,0,0,0,0,0,0
"709",29079,48,1,1,1,465000,0,0,0,0,0,0,0
"710",29146,57,1,1,1,11300,0,0,0,0,0,0,0
"711",29274,31,1,1,1,44400,0,0,0,0,0,0,0
"712",29274,30,1,0,10,44400,0,0,0,0,0,0,0
"713",29274,30,1,1,1,44400,0,0,0,0,0,0,0
"714",29307,39,1,1,1,100000,0,0,0,0,0,0,0
"715",29307,45,1,1,1,100000,0,0,0,0,0,0,0
"716",29325,31,1,1,1,61000,0,0,0,0,0,0,0
"717",29420,54,1,1,1,132000,0,0,0,0,0,0,0
"718",29420,23,1,1,1,132000,0,0,0,0,0,0,0
"719",29518,64,1,1,1,28000,0,0,0,0,0,0,0
"723",29658,52,1,0,2,23000,1,1,0,0,0,0,0
"724",29696,42,1,1,1,30000,0,0,0,0,0,0,0
"726",29716,47,1,0,10,22000,0,0,0,0,0,0,0
"727",29719,34,2,0,4,104700,1,0,0,1,0,0,0
"731",29775,61,6,1,1,45000,0,0,0,0,0,0,0
"732",29779,57,1,0,2,27400,1,1,0,0,0,0,0
"735",29925,40,1,0,2,63000,1,1,0,0,0,0,0
"736",29982,34,1,1,1,262000,0,0,0,0,0,0,0
"737",29982,31,1,1,1,262000,0,0,0,0,0,0,0
"738",29982,45,1,1,1,262000,0,0,0,0,0,0,0
"739",30012,37,6,0,11,8000,1,0,0,0,0,0,1
"740",30201,31,1,1,1,190000,0,0,0,0,0,0,0
"742",30202,49,1,1,1,112000,0,0,0,0,0,0,0
"743",30202,48,6,1,1,112000,0,0,0,0,0,0,0
"744",30205,48,1,0,11,540900,1,0,0,0,0,0,1
"745",30205,49,1,0,10,540900,0,0,0,0,0,0,0
"746",30245,63,6,0,4,51400,1,0,0,1,0,0,0
"747",30257,49,5,1,1,153400,0,0,0,0,0,0,0
"748",30257,45,5,1,1,153400,0,0,0,0,0,0,0
"749",30257,24,1,1,1,153400,0,0,0,0,0,0,0
"750",30293,38,4,0,4,117000,1,0,0,1,0,0,0
"751",30293,42,1,0,4,117000,1,0,0,1,0,0,0
"752",30293,61,2,1,1,117000,0,0,0,0,0,0,0
"753",30325,53,3,1,1,27500,0,0,0,0,0,0,0
"754",30334,41,6,0,2,329000,1,1,0,0,0,0,0
"755",30337,58,2,0,10,14600,0,0,0,0,0,0,0
"757",30416,36,1,1,1,138000,0,0,0,0,0,0,0
"759",30481,35,1,1,1,110000,0,0,0,0,0,0,0
"760",30544,57,3,1,1,41400,0,0,0,0,0,0,0
"761",30566,59,1,1,1,31100,0,0,0,0,0,0,0
"763",30690,44,1,1,1,201000,0,0,0,0,0,0,0
"764",30690,45,5,1,1,201000,0,0,0,0,0,0,0
"765",30754,60,3,0,3,260000,1,0,1,0,0,0,0
"766",30754,58,1,0,3,260000,1,0,1,0,0,0,0
"767",30754,31,3,1,1,260000,0,0,0,0,0,0,0
"768",30754,29,1,0,2,260000,1,1,0,0,0,0,0
"771",30916,45,1,1,1,152000,0,0,0,0,0,0,0
"773",30958,42,4,1,1,128100,0,0,0,0,0,0,0
"774",30958,44,3,1,1,128100,0,0,0,0,0,0,0
"775",31166,52,1,1,1,463600,0,0,0,0,0,0,0
"776",31187,51,1,1,1,151200,0,0,0,0,0,0,0
"777",31187,47,1,1,1,151200,0,0,0,0,0,0,0
"778",31379,63,1,0,2,36000,1,1,0,0,0,0,0
"779",31450,39,1,0,11,76000,1,0,0,0,0,0,1
"780",31453,51,1,1,1,133800,0,0,0,0,0,0,0
"781",31466,58,1,1,1,170400,0,0,0,0,0,0,0
"786",31539,36,3,1,1,3000,0,0,0,0,0,0,0
"787",31543,32,1,1,1,148100,0,0,0,0,0,0,0
"791",31723,30,1,0,8,263400,0,0,0,0,0,0,0
"792",31723,32,1,1,1,263400,0,0,0,0,0,0,0
"793",31786,49,3,1,1,148700,0,0,0,0,0,0,0
"794",31786,49,1,1,1,148700,0,0,0,0,0,0,0
"795",31829,39,1,1,1,375000,0,0,0,0,0,0,0
"796",31829,43,1,1,1,375000,0,0,0,0,0,0,0
"797",31851,44,6,1,1,30000,0,0,0,0,0,0,0
"798",32047,56,1,1,1,200000,0,0,0,0,0,0,0
"799",32047,50,1,1,1,200000,0,0,0,0,0,0,0
"800",32097,46,1,1,1,160000,0,0,0,0,0,0,0
"801",32097,39,1,1,1,160000,0,0,0,0,0,0,0
"802",32231,52,4,1,1,102000,0,0,0,0,0,0,0
"803",32231,50,6,0,11,102000,1,0,0,0,0,0,1
"804",32377,26,1,1,1,39000,0,0,0,0,0,0,0
"805",32751,31,2,1,1,55000,0,0,0,0,0,0,0
"806",32751,37,3,1,1,55000,0,0,0,0,0,0,0
"807",32770,40,1,1,1,485000,0,0,0,0,0,0,0
"809",32884,62,7,1,1,155000,0,0,0,0,0,0,0
"811",32884,29,1,1,1,155000,0,0,0,0,0,0,0
"812",32884,23,1,1,1,155000,0,0,0,0,0,0,0
"813",32915,29,1,0,11,105000,1,0,0,0,0,0,1
"814",32979,33,1,1,1,62000,0,0,0,0,0,0,0
"815",32979,23,1,1,1,62000,0,0,0,0,0,0,0
"816",32997,45,6,1,1,635000,0,0,0,0,0,0,0
"817",32997,44,2,1,1,635000,0,0,0,0,0,0,0
"818",33008,25,1,1,1,18000,0,0,0,0,0,0,0
"819",33174,29,2,0,9,120000,1,0,0,0,0,1,0
"820",33174,30,2,1,1,120000,0,0,0,0,0,0,0
"824",33324,35,1,1,1,74210,0,0,0,0,0,0,0
"825",33324,48,1,0,2,74210,1,1,0,0,0,0,0
"826",33537,53,7,1,1,120000,0,0,0,0,0,0,0
"827",33570,51,1,1,1,53800,0,0,0,0,0,0,0
"828",33570,27,1,1,1,53800,0,0,0,0,0,0,0
"829",33705,55,1,1,1,83700,0,0,0,0,0,0,0
"830",33705,24,1,1,1,83700,0,0,0,0,0,0,0
"832",33868,38,1,1,1,225000,0,0,0,0,0,0,0
"833",33887,41,6,1,1,30000,0,0,0,0,0,0,0
"835",33945,29,1,0,2,138600,1,1,0,0,0,0,0
"836",33954,33,1,0,2,150000,1,1,0,0,0,0,0
"837",33954,26,1,1,1,150000,0,0,0,0,0,0,0
"839",34040,55,7,1,1,125900,0,0,0,0,0,0,0
"840",34040,25,1,0,2,125900,1,1,0,0,0,0,0
"842",34077,47,1,1,1,140000,0,0,0,0,0,0,0
"843",34162,32,6,0,11,190000,1,0,0,0,0,0,1
"846",34191,42,1,1,1,134400,0,0,0,0,0,0,0
"850",34849,55,6,1,1,39000,0,0,0,0,0,0,0
"852",34866,50,3,0,10,230490,0,0,0,0,0,0,0
"853",34866,49,1,1,1,230490,0,0,0,0,0,0,0
"854",35071,43,2,1,1,70100,0,0,0,0,0,0,0
"855",35136,45,1,1,1,103001,0,0,0,0,0,0,0
"856",35319,52,1,1,1,152000,0,0,0,0,0,0,0
"858",35347,33,1,0,11,60000,1,0,0,0,0,0,1
"859",35501,44,1,1,1,109000,0,0,0,0,0,0,0
"860",35747,46,6,0,11,25200,1,0,0,0,0,0,1
"861",35747,23,6,0,11,25200,1,0,0,0,0,0,1
"864",35891,45,1,1,1,107800,0,0,0,0,0,0,0
"865",35944,34,1,1,1,50000,0,0,0,0,0,0,0
"868",35961,58,1,1,1,117000,0,0,0,0,0,0,0
"869",35961,63,4,1,1,117000,0,0,0,0,0,0,0
"870",35979,45,1,1,1,455000,0,0,0,0,0,0,0
"871",36016,43,1,0,12,459000,0,0,0,0,0,0,0
"872",36018,29,1,0,5,133000,1,0,0,0,1,0,0
"873",36103,55,6,0,11,23401,1,0,0,0,0,0,1
"874",36170,47,1,1,1,147900,0,0,0,0,0,0,0
"875",36170,45,1,1,1,147900,0,0,0,0,0,0,0
"876",36170,48,1,1,1,147900,0,0,0,0,0,0,0
"877",36170,33,6,1,1,147900,0,0,0,0,0,0,0
"879",36342,49,1,1,1,132400,0,0,0,0,0,0,0
"881",36392,46,1,1,1,430020,0,0,0,0,0,0,0
"882",36392,46,3,1,1,430020,0,0,0,0,0,0,0
"883",36416,51,7,0,10,235000,0,0,0,0,0,0,0
"884",36416,52,4,1,1,235000,0,0,0,0,0,0,0
"885",36469,24,1,1,1,35000,0,0,0,0,0,0,0
"887",36506,59,1,1,1,94300,0,0,0,0,0,0,0
"889",36789,61,1,1,1,94000,0,0,0,0,0,0,0
"890",36789,52,1,1,1,94000,0,0,0,0,0,0,0
"891",36837,32,1,0,9,145000,1,0,0,0,0,1,0
"892",36837,42,1,1,1,145000,0,0,0,0,0,0,0
"895",37061,44,6,0,4,22800,1,0,0,1,0,0,0
"896",37126,34,2,1,1,100000,0,0,0,0,0,0,0
"898",37156,35,1,1,1,127000,0,0,0,0,0,0,0
"899",37156,52,1,1,1,127000,0,0,0,0,0,0,0
"900",37243,64,1,0,2,6000,1,1,0,0,0,0,0
"902",37258,45,1,1,1,49000,0,0,0,0,0,0,0
"903",37362,56,2,0,11,131000,1,0,0,0,0,0,1
"904",37362,50,4,1,1,131000,0,0,0,0,0,0,0
"905",37430,59,1,0,8,253700,0,0,0,0,0,0,0
"906",37430,64,4,1,1,253700,0,0,0,0,0,0,0
"907",37430,25,2,0,2,253700,1,1,0,0,0,0,0
"908",37543,57,5,1,1,106300,0,0,0,0,0,0,0
"912",37642,43,6,1,1,45000,0,0,0,0,0,0,0
"913",37854,32,6,0,11,115000,1,0,0,0,0,0,1
"914",37854,33,1,0,9,115000,1,0,0,0,0,1,0
"915",37966,55,1,1,1,88000,0,0,0,0,0,0,0
"916",37966,54,6,1,1,88000,0,0,0,0,0,0,0
"917",38070,51,3,1,1,22000,0,0,0,0,0,0,0
"918",38173,42,1,1,1,129430,0,0,0,0,0,0,0
"919",38225,50,2,1,1,228000,0,0,0,0,0,0,0
"920",38225,57,2,1,1,228000,0,0,0,0,0,0,0
"921",38346,42,1,0,2,735000,1,1,0,0,0,0,0
"924",38456,47,1,1,1,192000,0,0,0,0,0,0,0
"925",38456,51,1,1,1,192000,0,0,0,0,0,0,0
"926",38812,60,3,1,1,285000,0,0,0,0,0,0,0
"927",38812,52,3,1,1,285000,0,0,0,0,0,0,0
"928",38934,56,1,1,1,30000,0,0,0,0,0,0,0
"929",38948,38,1,1,1,240000,0,0,0,0,0,0,0
"930",38948,38,6,0,11,240000,1,0,0,0,0,0,1
"931",39015,43,1,0,11,50000,1,0,0,0,0,0,1
"932",39417,32,1,1,1,50000,0,0,0,0,0,0,0
"934",39461,64,1,1,1,101100,0,0,0,0,0,0,0
"935",39461,25,1,1,1,101100,0,0,0,0,0,0,0
"936",39928,37,1,1,1,240000,0,0,0,0,0,0,0
"937",39928,37,3,1,1,240000,0,0,0,0,0,0,0
"938",40135,29,1,1,1,135000,0,0,0,0,0,0,0
"941",40138,52,2,1,1,74200,0,0,0,0,0,0,0
"944",40253,53,3,1,1,49030,0,0,0,0,0,0,0
"945",40571,52,1,1,1,236000,0,0,0,0,0,0,0
"946",40571,25,1,1,1,236000,0,0,0,0,0,0,0
"947",40573,56,1,1,1,191000,0,0,0,0,0,0,0
"948",40573,54,1,1,1,191000,0,0,0,0,0,0,0
"951",40656,43,1,1,1,74000,0,0,0,0,0,0,0
"952",40783,31,1,1,1,74300,0,0,0,0,0,0,0
"954",40790,54,1,1,1,31810,0,0,0,0,0,0,0
"955",40791,32,3,1,1,37000,0,0,0,0,0,0,0
"956",41133,62,2,1,1,25000,0,0,0,0,0,0,0
"957",41287,55,1,1,1,50000,0,0,0,0,0,0,0
"958",41294,41,1,1,1,283000,0,0,0,0,0,0,0
"959",41294,41,3,1,1,283000,0,0,0,0,0,0,0
"960",41432,35,1,1,1,178000,0,0,0,0,0,0,0
"961",41432,35,3,1,1,178000,0,0,0,0,0,0,0
"962",41480,58,1,1,1,115000,0,0,0,0,0,0,0
"963",41480,59,1,1,1,115000,0,0,0,0,0,0,0
"964",41532,58,1,1,1,219300,0,0,0,0,0,0,0
"965",41532,58,2,1,1,219300,0,0,0,0,0,0,0
"967",41540,65,3,1,1,118500,0,0,0,0,0,0,0
"968",41540,40,4,1,1,118500,0,0,0,0,0,0,0
"969",41540,34,1,1,1,118500,0,0,0,0,0,0,0
"970",41542,35,3,1,1,75000,0,0,0,0,0,0,0
"971",41542,28,1,1,1,75000,0,0,0,0,0,0,0
"972",41580,45,6,1,1,98000,0,0,0,0,0,0,0
"973",41580,47,6,1,1,98000,0,0,0,0,0,0,0
"974",41667,32,1,1,1,130000,0,0,0,0,0,0,0
"975",41667,32,3,1,1,130000,0,0,0,0,0,0,0
"977",41685,46,1,1,1,258000,0,0,0,0,0,0,0
"978",41685,44,1,1,1,258000,0,0,0,0,0,0,0
"985",41900,36,3,1,1,129010,0,0,0,0,0,0,0
"986",41900,40,1,1,1,129010,0,0,0,0,0,0,0
"987",42081,43,1,1,1,119700,0,0,0,0,0,0,0
"988",42180,32,7,1,1,22000,0,0,0,0,0,0,0
"989",42181,36,1,0,2,92000,1,1,0,0,0,0,0
"990",42300,59,4,1,1,41000,0,0,0,0,0,0,0
"991",42413,45,1,0,12,12000,0,0,0,0,0,0,0
"994",42528,52,5,0,2,80000,1,1,0,0,0,0,0
"995",42585,27,1,1,1,75000,0,0,0,0,0,0,0
"996",42585,30,1,1,1,75000,0,0,0,0,0,0,0
"998",42611,44,2,1,1,114000,0,0,0,0,0,0,0
"999",42754,26,1,0,9,135000,1,0,0,0,0,1,0
"1000",42754,25,1,0,9,135000,1,0,0,0,0,1,0
"1001",42754,26,1,0,10,135000,0,0,0,0,0,0,0
"1002",42792,53,1,0,12,35000,0,0,0,0,0,0,0
"1003",42841,61,4,1,1,559000,0,0,0,0,0,0,0
"1004",42841,62,6,0,11,559000,1,0,0,0,0,0,1
"1005",43005,51,1,1,1,465000,0,0,0,0,0,0,0
"1006",43069,60,1,1,1,206300,0,0,0,0,0,0,0
"1007",43080,29,1,1,1,34800,0,0,0,0,0,0,0
"1008",43184,53,6,0,11,90000,1,0,0,0,0,0,1
"1015",43284,35,1,1,1,86000,0,0,0,0,0,0,0
"1016",43284,33,1,1,1,86000,0,0,0,0,0,0,0
"1017",43338,40,1,1,1,29000,0,0,0,0,0,0,0
"1018",43373,59,1,1,1,155200,0,0,0,0,0,0,0
"1019",43373,60,1,1,1,155200,0,0,0,0,0,0,0
"1020",43373,27,2,1,1,155200,0,0,0,0,0,0,0
"1021",43421,30,1,1,1,140000,0,0,0,0,0,0,0
"1022",43421,34,1,0,5,140000,1,0,0,0,1,0,0
"1023",43535,47,2,1,1,105200,0,0,0,0,0,0,0
"1027",43621,41,1,1,1,240000,0,0,0,0,0,0,0
"1030",43674,23,1,1,1,44900,0,0,0,0,0,0,0
"1031",43676,53,1,1,1,92900,0,0,0,0,0,0,0
"1032",43735,55,1,1,1,308000,0,0,0,0,0,0,0
"1033",43735,54,1,1,1,308000,0,0,0,0,0,0,0
"1034",43795,49,1,1,1,135000,0,0,0,0,0,0,0
"1035",43795,38,1,1,1,135000,0,0,0,0,0,0,0
"1036",43799,61,6,0,11,75000,1,0,0,0,0,0,1
"1037",43807,43,7,1,1,82700,0,0,0,0,0,0,0
"1038",43807,38,1,1,1,82700,0,0,0,0,0,0,0
"1039",43811,34,1,0,8,96600,0,0,0,0,0,0,0
"1040",43811,56,3,1,1,96600,0,0,0,0,0,0,0
"1041",44001,59,1,1,1,193300,0,0,0,0,0,0,0
"1042",44001,58,3,1,1,193300,0,0,0,0,0,0,0
"1043",44001,24,1,1,1,193300,0,0,0,0,0,0,0
"1044",44001,29,1,1,1,193300,0,0,0,0,0,0,0
"1046",44001,28,1,1,1,193300,0,0,0,0,0,0,0
"1047",44062,44,2,1,1,30000,0,0,0,0,0,0,0
"1049",44091,36,1,1,1,237800,0,0,0,0,0,0,0
"1050",44191,45,1,0,2,180000,1,1,0,0,0,0,0
"1051",44191,37,1,0,2,180000,1,1,0,0,0,0,0
"1052",44252,42,2,1,1,80400,0,0,0,0,0,0,0
"1054",44523,53,6,0,11,43500,1,0,0,0,0,0,1
"1055",44551,58,1,1,1,25300,0,0,0,0,0,0,0
"1056",44575,57,1,0,10,37510,0,0,0,0,0,0,0
"1058",44595,55,7,1,1,521500,0,0,0,0,0,0,0
"1059",44671,36,1,1,1,73200,0,0,0,0,0,0,0
"1060",44806,39,1,1,1,160000,0,0,0,0,0,0,0
"1061",44840,56,1,1,1,136450,0,0,0,0,0,0,0
"1062",44988,52,1,1,1,118780,0,0,0,0,0,0,0
"1063",44988,49,1,1,1,118780,0,0,0,0,0,0,0
"1065",45083,30,1,1,1,90000,0,0,0,0,0,0,0
"1066",45187,64,1,1,1,108010,0,0,0,0,0,0,0
"1068",45199,57,1,0,9,78800,1,0,0,0,0,1,0
"1069",45199,58,1,1,1,78800,0,0,0,0,0,0,0
"1071",45237,54,2,1,1,201400,0,0,0,0,0,0,0
"1073",45248,44,1,1,1,41900,0,0,0,0,0,0,0
"1074",45304,64,2,1,1,149000,0,0,0,0,0,0,0
"1076",45466,32,1,1,1,133600,0,0,0,0,0,0,0
"1077",45466,31,1,1,1,133600,0,0,0,0,0,0,0
"1078",45583,40,4,1,1,205000,0,0,0,0,0,0,0
"1079",45583,40,1,1,1,205000,0,0,0,0,0,0,0
"1080",45668,36,3,1,1,128000,0,0,0,0,0,0,0
"1081",45668,28,3,0,9,128000,1,0,0,0,0,1,0
"1082",45668,33,1,0,2,128000,1,1,0,0,0,0,0
"1084",45688,42,5,1,1,120000,0,0,0,0,0,0,0
"1085",45753,34,1,1,1,459400,0,0,0,0,0,0,0
"1086",45753,38,6,1,1,459400,0,0,0,0,0,0,0
"1087",45837,43,5,0,9,102000,1,0,0,0,0,1,0
"1089",46095,39,1,1,1,160000,0,0,0,0,0,0,0
"1090",46205,35,1,1,1,104000,0,0,0,0,0,0,0
"1091",46205,30,3,1,1,104000,0,0,0,0,0,0,0
"1092",46229,27,1,0,4,341110,1,0,0,1,0,0,0
"1093",46229,31,1,0,9,341110,1,0,0,0,0,1,0
"1094",46229,30,1,0,4,341110,1,0,0,1,0,0,0
"1095",46276,56,3,1,1,99800,0,0,0,0,0,0,0
"1096",46276,54,3,0,9,99800,1,0,0,0,0,1,0
"1097",46321,53,1,1,1,292000,0,0,0,0,0,0,0
"1098",46321,47,3,1,1,292000,0,0,0,0,0,0,0
"1099",46321,47,1,1,1,292000,0,0,0,0,0,0,0
"1102",46431,25,1,1,1,210300,0,0,0,0,0,0,0
"1103",46523,36,2,0,8,64000,0,0,0,0,0,0,0
"1105",46585,33,2,0,4,67000,1,0,0,1,0,0,0
"1106",46699,56,4,1,1,69600,0,0,0,0,0,0,0
"1107",46719,54,1,1,1,100500,0,0,0,0,0,0,0
"1108",46719,48,1,1,1,100500,0,0,0,0,0,0,0
"1109",46719,47,1,1,1,100500,0,0,0,0,0,0,0
"1110",46807,54,5,0,3,165000,1,0,1,0,0,0,0
"1111",46842,51,1,0,2,37250,1,1,0,0,0,0,0
"1112",46842,23,1,0,10,37250,0,0,0,0,0,0,0
"1113",46850,35,6,1,1,120000,0,0,0,0,0,0,0
"1114",46850,39,6,1,1,120000,0,0,0,0,0,0,0
"1115",46888,65,1,1,1,72900,0,0,0,0,0,0,0
"1116",46979,37,7,0,11,25000,1,0,0,0,0,0,1
"1117",47088,41,1,1,1,30800,0,0,0,0,0,0,0
"1118",47123,52,6,0,11,5000,1,0,0,0,0,0,1
"1121",47165,53,3,1,1,148000,0,0,0,0,0,0,0
"1122",47427,43,1,0,4,64000,1,0,0,1,0,0,0
"1123",47427,33,1,1,1,64000,0,0,0,0,0,0,0
"1125",47457,49,6,1,1,53000,0,0,0,0,0,0,0
"1126",47461,34,1,1,1,155000,0,0,0,0,0,0,0
"1127",47544,49,1,1,1,251400,0,0,0,0,0,0,0
"1128",47544,42,1,0,5,251400,1,0,0,0,1,0,0
"1129",47689,45,1,1,1,231200,0,0,0,0,0,0,0
"1131",47779,23,1,1,1,32200,0,0,0,0,0,0,0
"1133",48103,56,1,1,1,49800,0,0,0,0,0,0,0
"1136",48181,24,1,1,1,43000,0,0,0,0,0,0,0
"1137",48181,25,1,1,1,43000,0,0,0,0,0,0,0
"1139",48307,63,2,0,4,221000,1,0,0,1,0,0,0
"1140",48307,62,6,1,1,221000,0,0,0,0,0,0,0
"1141",48332,46,4,1,1,77800,0,0,0,0,0,0,0
"1142",48349,52,1,1,1,455000,0,0,0,0,0,0,0
"1143",48400,26,5,0,4,112000,1,0,0,1,0,0,0
"1144",48400,45,1,1,1,112000,0,0,0,0,0,0,0
"1145",48466,25,1,1,1,55000,0,0,0,0,0,0,0
"1146",48541,46,1,1,1,133100,0,0,0,0,0,0,0
"1148",48569,56,1,1,1,134300,0,0,0,0,0,0,0
"1149",48630,33,1,1,1,320000,0,0,0,0,0,0,0
"1150",48630,34,1,1,1,320000,0,0,0,0,0,0,0
"1151",48631,42,1,1,1,322900,0,0,0,0,0,0,0
"1152",48631,39,1,1,1,322900,0,0,0,0,0,0,0
"1153",48640,48,1,0,2,209500,1,1,0,0,0,0,0
"1156",48756,56,1,1,1,67500,0,0,0,0,0,0,0
"1157",48756,23,1,1,1,67500,0,0,0,0,0,0,0
"1158",48756,56,1,1,1,67500,0,0,0,0,0,0,0
"1161",48811,52,1,1,1,102600,0,0,0,0,0,0,0
"1162",48824,50,1,1,1,185210,0,0,0,0,0,0,0
"1163",48824,50,1,1,1,185210,0,0,0,0,0,0,0
"1164",48850,63,1,0,2,56000,1,1,0,0,0,0,0
"1165",48906,27,6,0,2,266710,1,1,0,0,0,0,0
"1166",48906,34,1,1,1,266710,0,0,0,0,0,0,0
"1167",48906,28,1,0,4,266710,1,0,0,1,0,0,0
"1169",49266,30,1,1,1,225000,0,0,0,0,0,0,0
"1172",49336,55,5,1,1,173000,0,0,0,0,0,0,0
